Departamento ;Municipio;Agencia_Organizacion;Institucion_donde_se_entrega;Nombre_institucion;Insumo;Unidad_de_medidad; Cantidad_personas ;Disponible ;Entregado;Fecha_de_entrega
Vichada;Puerto Carreño;OIM;;Secretaria Departamental de Salud;Mascarillas quirúrgicas;unidades;1000;No;Si;Abril
Vichada ;Puerto Carreño;OIM;Pendiente entrega a las instituciones;Pendiente entrega a las instituciones;Protector visual;unidades;200;No;Si;Abril
Vichada ;Puerto Carreño);OIM;ESE Hospital Dptal San Juan de Dios;;Disposición y dotación (carpas 6x6) para entregar a los hospitales para disposición de zona de triage respiratorio.;;1;No;No;Mayo
;Riosucio;OIM;Pendiente entrega a las instituciones;Pendiente entrega a las instituciones;Protector visual;unidades;50;No;Si;Abril
Amazonas;Leticia;OPS;ESE Hospital San Rafael de Leticia;ESE Hospital San Rafael de Leticia;Ventiladores;unidades; 3 ;SI;SI;Marzo
Amazonas;Leticia;OPS;ESE Hospital San Rafael de Leticia;ESE Hospital San Rafael de Leticia;Filtro vírico (circuito de ventilación);unidades; 15 ;Si;SI;Marzo
Amazonas;Leticia;OPS;ESE Hospital San Rafael de Leticia;ESE Hospital San Rafael de Leticia;Regulador Flujometro de Oxigeno ;unidades; 3 ;Si;SI;Marzo
Amazonas;Leticia;OPS;ESE Hospital San Rafael de Leticia;ESE Hospital San Rafael de Leticia;Ventiladores quirurgico;unidades; 3 ;Si;SI;Marzo
Amazonas;Leticia;OPS;ESE Hospital San Rafael de Leticia;ESE Hospital San Rafael de Leticia;Cápsula de pacientes;unidades; 1 ;SI;SI;Mayo
Amazonas;Leticia;OPS;ESE Hospital San Rafael de Leticia;ESE Hospital San Rafael de Leticia;Kit insumos medicos;kit; 1.000 ;SI;SI;Mayo
Amazonas;Leticia;OPS;ESE Hospital San Rafael de Leticia;ESE Hospital San Rafael de Leticia;Profesional en Medicina General;; 4 ;SI;SI;Mayo
Amazonas;Leticia;OPS;ESE Hospital San Rafael de Leticia;ESE Hospital San Rafael de Leticia;Profesional en enfermeria;; 3 ;SI;SI;Mayo
Amazonas;Leticia;OPS;ESE Hospital San Rafael de Leticia;ESE Hospital San Rafael de Leticia;Especialista;; 1 ;SI;SI;Mayo
Amazonas;Leticia;OPS;ESE Hospital San Rafael de Leticia;ESE Hospital San Rafael de Leticia;Auxiliares de enfermeria;; 3 ;SI;SI;Mayo
Amazonas;Leticia;Profamilia;;;Kit SSR;;;SI;SI;Mayo
La Guajira ;Riohacha ;Samaritan's Purse ;Secretaria de Salud ;;Médico epidemiólogo;;1;;SI ;Abril
Norte de Santander;Cucuta;Samaritan's Purse ;IDS ;;Auxiliares de enfermeria;;4;;SI;Abril
Norte de Santander;Cúcuta;Samaritan's Purse ;IDS ;;Médico epidemiólogo;;1;;SI;Abril
Norte de Santander;Cúcuta;Samaritan's Purse ;IDS ;;Profesional en enfermeria;;2;;SI;Abril
(en blanco);(en blanco);UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;4000;No;No;Abril 
(en blanco);(en blanco);UNFPA;(en blanco);(en blanco);Kit higiene comunidad;;17100;No;No;Abril 
(en blanco);(en blanco);UNFPA;(en blanco);(en blanco);Polainas;unidades;34200;No;No;Abril 
(en blanco);(en blanco);UNFPA;(en blanco);(en blanco);Sabanas desechables;unidades;34200;No;No;Abril 
(en blanco);(en blanco);UNFPA;(en blanco);(en blanco);Termómetro láser;unidades;342;No;No;Abril 
Antioquia;Anorí, Remedios, Dabeiba, Ituango, Vigia del fuerte;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;1000;No;No;Abril 
Antioquia;Anorí, Remedios, Dabeiba, Ituango, Vigia del fuerte;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
Antioquia;Anorí, Remedios, Dabeiba, Ituango, Vigia del fuerte;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;4000;No;No;Abril 
Antioquia;Anorí, Remedios, Dabeiba, Ituango, Vigia del fuerte;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Antioquia;Anorí, Remedios, Dabeiba, Ituango, Vigia del fuerte;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;500;No;No;Abril 
Antioquia;Anorí, Remedios, Dabeiba, Ituango, Vigia del fuerte;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;2000;No;No;Abril 
Antioquia;Anorí, Remedios, Dabeiba, Ituango, Vigia del fuerte;UNFPA;(en blanco);(en blanco);Protector visual;unidades;75;No;No;Abril 
Arauca ;Arauquita;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;200;No;No;Abril 
Arauca ;Arauquita;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
Arauca ;Arauquita;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;800;No;No;Abril 
Arauca ;Arauquita;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Arauca ;Arauquita;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;100;No;No;Abril 
Arauca ;Arauquita;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;400;No;No;Abril 
Arauca ;Arauquita;UNFPA;(en blanco);(en blanco);Protector visual;unidades;15;No;No;Abril 
Caquetá ;La Montañita, San Vicente del Caguan ;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;400;No;No;Abril 
Caquetá ;La Montañita, San Vicente del Caguan ;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
Caquetá ;La Montañita, San Vicente del Caguan ;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;1600;No;No;Abril 
Caquetá ;La Montañita, San Vicente del Caguan ;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Caquetá ;La Montañita, San Vicente del Caguan ;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;200;No;No;Abril 
Caquetá ;La Montañita, San Vicente del Caguan ;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;800;No;No;Abril 
Caquetá ;La Montañita, San Vicente del Caguan ;UNFPA;(en blanco);(en blanco);Protector visual;unidades;30;No;No;Abril 
Cauca;Caldono, Miranda, Patía, Buenos Aires;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;800;No;No;Abril 
Cauca;Caldono, Miranda, Patía, Buenos Aires;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
Cauca;Caldono, Miranda, Patía, Buenos Aires;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;3200;No;No;Abril 
Cauca;Caldono, Miranda, Patía, Buenos Aires;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Cauca;Caldono, Miranda, Patía, Buenos Aires;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;400;No;No;Abril 
Cauca;Caldono, Miranda, Patía, Buenos Aires;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;1600;No;No;Abril 
Cauca;Caldono, Miranda, Patía, Buenos Aires;UNFPA;(en blanco);(en blanco);Protector visual;unidades;60;No;No;Abril 
Cesar ;La Paz;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;200;No;No;Abril 
Cesar ;La Paz;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
Cesar ;La Paz;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;800;No;No;Abril 
Cesar ;La Paz;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Cesar ;La Paz;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;100;No;No;Abril 
Cesar ;La Paz;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;400;No;No;Abril 
Cesar ;La Paz;UNFPA;(en blanco);(en blanco);Protector visual;unidades;15;No;No;Abril 
Chocó ;Rio sucio;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;200;No;No;Abril 
Chocó ;Rio sucio;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
Chocó ;Rio sucio;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;800;No;No;Abril 
Chocó ;Rio sucio;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Chocó ;Rio sucio;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;100;No;No;Abril 
Chocó ;Rio sucio;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;400;No;No;Abril 
Chocó ;Rio sucio;UNFPA;(en blanco);(en blanco);Protector visual;unidades;15;No;No;Abril 
Córdoba;Tierralta;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;200;No;No;Abril 
Córdoba;Tierralta;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
Córdoba;Tierralta;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;800;No;No;Abril 
Córdoba;Tierralta;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Córdoba;Tierralta;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;100;No;No;Abril 
Córdoba;Tierralta;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;400;No;No;Abril 
Córdoba;Tierralta;UNFPA;(en blanco);(en blanco);Protector visual;unidades;15;No;No;Abril 
La Guajira;Fonseca;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;200;No;No;Abril 
La Guajira;Fonseca;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
La Guajira;Fonseca;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;800;No;No;Abril 
La Guajira;Fonseca;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
La Guajira;Fonseca;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;100;No;No;Abril 
La Guajira;Fonseca;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;400;No;No;Abril 
La Guajira;Fonseca;UNFPA;(en blanco);(en blanco);Protector visual;unidades;15;No;No;Abril 
Meta ;Planadas, Vista Hermosa, Mesetas, La Macarena;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;800;No;No;Abril 
Meta ;Planadas, Vista Hermosa, Mesetas, La Macarena;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
Meta ;Planadas, Vista Hermosa, Mesetas, La Macarena;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;3200;No;No;Abril 
Meta ;Planadas, Vista Hermosa, Mesetas, La Macarena;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Meta ;Planadas, Vista Hermosa, Mesetas, La Macarena;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;400;No;No;Abril 
Meta ;Planadas, Vista Hermosa, Mesetas, La Macarena;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;1600;No;No;Abril 
Meta ;Planadas, Vista Hermosa, Mesetas, La Macarena;UNFPA;(en blanco);(en blanco);Protector visual;unidades;60;No;No;Abril 
Nariño;Tumaco, Policarpa;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;400;No;No;Abril 
Nariño;Tumaco, Policarpa;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
Nariño;Tumaco, Policarpa;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;1600;No;No;Abril 
Nariño;Tumaco, Policarpa;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Nariño;Tumaco, Policarpa;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;200;No;No;Abril 
Nariño;Tumaco, Policarpa;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;800;No;No;Abril 
Nariño;Tumaco, Policarpa;UNFPA;(en blanco);(en blanco);Protector visual;unidades;30;No;No;Abril 
Norte de Santander;Tibú;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;200;No;No;Abril 
Norte de Santander;Tibú;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
Norte de Santander;Tibú;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;800;No;No;Abril 
Norte de Santander;Tibú;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Norte de Santander;Tibú;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;100;No;No;Abril 
Norte de Santander;Tibú;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;400;No;No;Abril 
Norte de Santander;Tibú;UNFPA;(en blanco);(en blanco);Protector visual;unidades;15;No;No;Abril 
Otro;Cinco zonas de influencia para atención de población indígena ;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Otro;Cinco zonas de influencia para atención de población indígena ;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;800;No;No;Abril 
Otro;Cinco zonas de influencia para atención de población indígena ;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;2500;No;No;Abril 
Otro;Cinco zonas de influencia para atención de población indígena ;UNFPA;(en blanco);(en blanco);Protector visual;unidades;75;No;No;Abril 
Putumayo;Puerto asis;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;200;No;No;Abril 
Putumayo;Puerto asis;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
Putumayo;Puerto asis;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;800;No;No;Abril 
Putumayo;Puerto asis;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Putumayo;Puerto asis;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;100;No;No;Abril 
Putumayo;Puerto asis;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;400;No;No;Abril 
Putumayo;Puerto asis;UNFPA;(en blanco);(en blanco);Protector visual;unidades;15;No;No;Abril 
Tolima ;Icononzo;UNFPA;(en blanco);(en blanco);Batas desechables;unidades;200;No;No;Abril 
Tolima ;Icononzo;UNFPA;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;Abril 
Tolima ;Icononzo;UNFPA;(en blanco);(en blanco);Guantes  estériles;unidades;800;No;No;Abril 
Tolima ;Icononzo;UNFPA;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;Abril 
Tolima ;Icononzo;UNFPA;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;100;No;No;Abril 
Tolima ;Icononzo;UNFPA;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;400;No;No;Abril 
Tolima ;Icononzo;UNFPA;(en blanco);(en blanco);Protector visual;unidades;15;No;No;Abril 
Arauca ;(en blanco);UNICEF;(en blanco);(en blanco);Batas desechables;unidades;800;No;No;
Arauca ;(en blanco);UNICEF;(en blanco);(en blanco);Gel antibacterial;galones;35;No;No;
Arauca ;(en blanco);UNICEF;(en blanco);(en blanco);Guantes  estériles;unidades;20;No;No;
Arauca ;(en blanco);UNICEF;(en blanco);(en blanco);Jabón antiséptico;galones;30;No;No;
Arauca ;(en blanco);UNICEF;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;2000;No;No;
Arauca ;(en blanco);UNICEF;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;3000;No;No;
Arauca ;(en blanco);UNICEF;(en blanco);(en blanco);Protector visual;unidades;70;No;No;
Arauca ;(en blanco);UNICEF;(en blanco);(en blanco);Toallas de papel;paquetes;20;No;No;
Atlántico;(en blanco);UNICEF;(en blanco);(en blanco);Batas desechables;unidades;1000;No;No;
Atlántico;(en blanco);UNICEF;(en blanco);(en blanco);Gel antibacterial;galones;11;No;No;
Atlántico;(en blanco);UNICEF;(en blanco);(en blanco);Guantes  estériles;unidades;7;No;No;
Atlántico;(en blanco);UNICEF;(en blanco);(en blanco);Jabón antiséptico;galones;10;No;No;
Atlántico;(en blanco);UNICEF;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;800;No;No;
Atlántico;(en blanco);UNICEF;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;4000;No;No;
Atlántico;(en blanco);UNICEF;(en blanco);(en blanco);Protector visual;unidades;100;No;No;
Atlántico;(en blanco);UNICEF;(en blanco);(en blanco);Toallas de papel;paquetes;7;No;No;
Cesar;(en blanco);UNICEF;(en blanco);(en blanco);Batas desechables;unidades;100;No;No;
Cesar;(en blanco);UNICEF;(en blanco);(en blanco);Gel antibacterial;galones;4;No;No;
Cesar;(en blanco);UNICEF;(en blanco);(en blanco);Guantes  estériles;unidades;3;No;No;
Cesar;(en blanco);UNICEF;(en blanco);(en blanco);Jabón antiséptico;galones;5;No;No;
Cesar;(en blanco);UNICEF;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;200;No;No;
Cesar;(en blanco);UNICEF;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;1000;No;No;
Cesar;(en blanco);UNICEF;(en blanco);(en blanco);Toallas de papel;paquetes;3;No;No;
Chocó;(en blanco);UNICEF;(en blanco);(en blanco);Batas desechables;unidades;900;No;No;
Chocó;(en blanco);UNICEF;(en blanco);(en blanco);Gel antibacterial;galones;15;No;No;
Chocó;(en blanco);UNICEF;(en blanco);(en blanco);Guantes  estériles;unidades;10;No;No;
Chocó;(en blanco);UNICEF;(en blanco);(en blanco);Jabón antiséptico;galones;15;No;No;
Chocó;(en blanco);UNICEF;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;1000;No;No;
Chocó;(en blanco);UNICEF;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;1000;No;No;
Chocó;(en blanco);UNICEF;(en blanco);(en blanco);Protector visual;unidades;20;No;No;
Chocó;(en blanco);UNICEF;(en blanco);(en blanco);Toallas de papel;paquetes;10;No;No;
La Guajira;(en blanco);UNICEF;(en blanco);(en blanco);Batas desechables;unidades;1100;No;No;
La Guajira;(en blanco);UNICEF;(en blanco);(en blanco);Gel antibacterial;galones;60;No;No;
La Guajira;(en blanco);UNICEF;(en blanco);(en blanco);Guantes  estériles;unidades;30;No;No;
La Guajira;(en blanco);UNICEF;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;
La Guajira;(en blanco);UNICEF;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;3000;No;No;
La Guajira;(en blanco);UNICEF;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;3000;No;No;
La Guajira;(en blanco);UNICEF;(en blanco);(en blanco);Protector visual;unidades;110;No;No;
La Guajira;(en blanco);UNICEF;(en blanco);(en blanco);Toallas de papel;paquetes;40;No;No;
Nariño;(en blanco);UNICEF;(en blanco);(en blanco);Batas desechables;unidades;1000;No;No;
Nariño;(en blanco);UNICEF;(en blanco);(en blanco);Gel antibacterial;galones;35;No;No;
Nariño;(en blanco);UNICEF;(en blanco);(en blanco);Guantes  estériles;unidades;20;No;No;
Nariño;(en blanco);UNICEF;(en blanco);(en blanco);Jabón antiséptico;galones;30;No;No;
Nariño;(en blanco);UNICEF;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;2000;No;No;
Nariño;(en blanco);UNICEF;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;4000;No;No;
Nariño;(en blanco);UNICEF;(en blanco);(en blanco);Protector visual;unidades;100;No;No;
Nariño;(en blanco);UNICEF;(en blanco);(en blanco);Toallas de papel;paquetes;20;No;No;
Norte de Santander;(en blanco);UNICEF;(en blanco);(en blanco);Batas desechables;unidades;1100;No;Si;Abril 
Norte de Santander;(en blanco);UNICEF;(en blanco);(en blanco);Gel antibacterial;galones;60;Pendiente;Pendiente;
Norte de Santander;(en blanco);UNICEF;(en blanco);(en blanco);Guantes  estériles;unidades;30;No;Si;Abril 
Norte de Santander;(en blanco);UNICEF;(en blanco);(en blanco);Jabón antiséptico;galones;60;Pendiente;Pendiente;
Norte de Santander;(en blanco);UNICEF;(en blanco);(en blanco);Máscaras de Alta Eficiencia N95;unidades;3000;No;SI;Abril 
Norte de Santander;(en blanco);UNICEF;(en blanco);(en blanco);Mascarillas quirúrgicas;unidades;4000;No;SI;Abril 
Norte de Santander;(en blanco);UNICEF;(en blanco);(en blanco);Protector visual;unidades;100;No;SI;Abril 
Norte de Santander;(en blanco);UNICEF;(en blanco);(en blanco);Toallas de papel;paquetes;40;Pendiente;Pendiente;
Otro;(en blanco);UNICEF;(en blanco);(en blanco);Termómetro láser;unidades;100;No;No;
Otro;(en blanco);UNICEF;(en blanco);(en blanco);Toallas de papel;paquetes;5000;No;No;
Otro;(en blanco);UNICEF;(en blanco);(en blanco);Gel antibacterial;galones;100;No;No;
Otro;(en blanco);UNICEF;(en blanco);(en blanco);Jabón antiséptico;galones;50;No;No;
Atlántico;Barranquilla;World Vision;Hospital;Sec Salud;Batas desechables;unidades;500;Si;No;Mayo
Atlántico;Barranquilla;World Vision;Hospital;Sec Salud;Gel antibacterial;galones;5;Si;No;Mayo
Atlántico;Barranquilla;World Vision;Hospital;Sec Salud;Guantes  estériles;unidades;5000;Si;No;Mayo
Atlántico;Barranquilla;World Vision;Hospital;Sec Salud;Jabón antiséptico;galones;5;Si;No;Mayo
Atlántico;Barranquilla;World Vision;Hospital;Sec Salud;Máscaras de Alta Eficiencia N95;unidades;200;Si;No;Mayo
Atlántico;Barranquilla;World Vision;Hospital;Sec Salud;Toallas de papel;paquetes;20;Si;No;Mayo
Cundinamarca;Soacha;World Vision;Hospital;Hospital Mario Gaitan yanguas o ESE Municipal ;Batas desechables;unidades;500;Si;No;Mayo
Cundinamarca;Soacha;World Vision;Hospital;Hospital Mario Gaitan yanguas o ESE Municipal ;Gel antibacterial;galones;5;Si;No;Mayo
Cundinamarca;Soacha;World Vision;Hospital;Hospital Mario Gaitan yanguas o ESE Municipal ;Guantes  estériles;unidades;5000;Si;No;Mayo
Cundinamarca;Soacha;World Vision;Hospital;Hospital Mario Gaitan yanguas o ESE Municipal ;Jabón antiséptico;galones;5;Si;No;Mayo
Cundinamarca;Soacha;World Vision;Hospital;Hospital Mario Gaitan yanguas o ESE Municipal ;Máscaras de Alta Eficiencia N95;unidades;200;Si;No;Mayo
Cundinamarca;Soacha;World Vision;Hospital;Hospital Mario Gaitan yanguas o ESE Municipal ;Toallas de papel;paquetes;20;Si;No;Mayo
La Guajira;Riohacha;World Vision;Hospital;Sec Salud;Batas desechables;unidades;500;Si;No;Mayo
La Guajira;Riohacha;World Vision;Hospital;Sec Salud;Gel antibacterial;galones;5;Si;No;Mayo
La Guajira;Riohacha;World Vision;Hospital;Sec Salud;Guantes  estériles;unidades;5000;Si;No;Mayo
La Guajira;Riohacha;World Vision;Hospital;Sec Salud;Jabón antiséptico;galones;5;Si;No;Mayo
La Guajira;Riohacha;World Vision;Hospital;Sec Salud;Máscaras de Alta Eficiencia N95;unidades;200;Si;No;Mayo
La Guajira;Riohacha;World Vision;Hospital;Sec Salud;Toallas de papel;paquetes;20;Si;No;Mayo
Nariño;Ipiales;World Vision;Pública;Hospital Civil/IPS Municipal de Primer Nivel;Batas desechables;unidades;500;Si;No;Mayo
Nariño;Ipiales;World Vision;;;Gel antibacterial;galones;5;Si;No;Mayo
Nariño;Ipiales;World Vision;;;Guantes  estériles;unidades;5000;Si;No;Mayo
Nariño;Ipiales;World Vision;;;Jabón antiséptico;galones;5;Si;No;Mayo
Nariño;Ipiales;World Vision;;;Máscaras de Alta Eficiencia N95;unidades;200;Si;No;Mayo
Nariño;Ipiales;World Vision;;;Toallas de papel;paquetes;20;Si;No;Mayo
Norte de Santander;Cúcuta;World Vision;Hospital;Instituto Departamental de Salud;Batas desechables;unidades;500;Si;No;Mayo
Norte de Santander;Cúcuta;World Vision;;;Gel antibacterial;galones;5;Si;No;Mayo
Norte de Santander;Cúcuta;World Vision;;;Guantes  estériles;unidades;5000;Si;No;Mayo
Norte de Santander;Cúcuta;World Vision;;;Jabón antiséptico;galones;5;Si;No;Mayo
Norte de Santander;Cúcuta;World Vision;;;Máscaras de Alta Eficiencia N95;unidades;200;Si;No;Mayo
Norte de Santander;Cúcuta;World Vision;;;Toallas de papel;paquetes;20;Si;No;Mayo
(en blanco);(en blanco);Sin identificar;;;Gorros desechables;;34200;No;No;Abril
Otro;Cinco zonas de influencia para atención de población indígena ;Sin identificar;;;Gel antibacterial;galones;100;No;No;Abril
Otro;Cinco zonas de influencia para atención de población indígena ;Sin identificar;;;Guantes  estériles;unidades;4000;No;No;Abril
Nariño;Pasto;OPS;Laboratorio de Salud Publica de Nariño;Laboratorio de Salud Publica de Nariño;52906 QIAamp Viral RNA Mini Kit (250).;unidades; 1 ;Si;si;Mayo
Nariño;Pasto;OPS;Laboratorio de Salud Publica de Nariño;Laboratorio de Salud Publica de Nariño;Cabina de flujo labconco ref. 302381101;unidades; 1 ;;Si;Junio
Nariño;Pasto;OPS;Laboratorio de Salud Publica de Nariño;Laboratorio de Salud Publica de Nariño;Microscopio trinocular de fluorecencia hbo optika - italia;unidades; 1 ;Si;Si;Mayo
Nariño;Pasto;OPS;Laboratorio de Salud Publica de Nariño;Laboratorio de Salud Publica de Nariño;Refrigerador vertical de 2 a 8°c haier modelo hyc-390;unidades; 1 ;Si;Si;Mayo
Nariño;Pasto;OPS;Laboratorio de Salud Publica de Nariño;Laboratorio de Salud Publica de Nariño;mascarilla tapabocas no quirurgica-no esteriles cajas x 50;unidades; 4 ;Si;Si;Mayo
Nariño;Pasto;OPS;Laboratorio de Salud Publica de Nariño;Laboratorio de Salud Publica de Nariño;tapabocas n95 cajas x 25;unidades; 1 ;Si;Si;Mayo
Nariño;Pasto;OPS;Laboratorio de Salud Publica de Nariño;Laboratorio de Salud Publica de Nariño;toalla para manos hoja tripe;unidades; 1 ;Si;Si;Mayo
Cundinamarca;;OPS;Gobernación de Cundinamarca;Gobernación de Cundinamarca;trajes de equipo de proteccion tybek;unidades; 100 ;Si;Si;Mayo
Cundinamarca;;OPS;Gobernación de Cundinamarca;Gobernación de Cundinamarca;trajes de equipo de proteccion tybek;set; 100 ;Si;SI;Mayo
Cundinamarca;Soacha;OPS;ESE Mario Gaitan Yanguas;ESE Mario Gaitan Yanguas;trajes de equipo de proteccion tybek;unidades; 100 ;Si;SI;Mayo
Cundinamarca;Soacha;OPS;ESE Mario Gaitan Yanguas;ESE Mario Gaitan Yanguas;termómetro infrarrojo;unidades; 100 ;Si;SI;Mayo
Cundinamarca;Soacha ;OPS;ESE Mario Gaitan Yanguas;ESE Mario Gaitan Yanguas;Mascarilla no quirúrgica ;cajas; 20 ;Si;SI;Mayo
Cundinamarca;Soacha;OPS;ESE Mario Gaitan Yanguas;ESE Mario Gaitan Yanguas;Overol desechable;cajas; 28 ;Si;si;Mayo
Cundinamarca;Soacha;OPS;ESE Mario Gaitan Yanguas;ESE Mario Gaitan Yanguas;Overol desechable;paquetes; 100 ;Si;si;Mayo
Cundinamarca;Soacha;OPS;ESE Mario Gaitan Yanguas;ESE Mario Gaitan Yanguas;Overol desechable;unidades; 100 ;Si;si;Mayo
Cundinamarca;Soacha ;OPS;ESE Mario Gaitan Yanguas;ESE Mario Gaitan Yanguas;Overol desechable;unidades; 100 ;Si;si;Mayo
Cundinamarca;Soacha;OPS;ESE Mario Gaitan Yanguas;ESE Mario Gaitan Yanguas;Máscaras de Alta Eficiencia N95;unidades; 100 ;Si;si;Mayo
